registered,instant,cnt,windspeed,yr,weathersit,casual,dteday,atemp,mnth,hum,temp,weekday,workingday,season,holiday
4372,273,5202,0.206475,0,1,830,2011-09-30,0.544829,9,0.6475,0.564167,5,1,4,0
1949,274,2429,0.292296,0,2,480,2011-10-01,0.412863,10,0.75375,0.41,6,0,4,0
2302,275,2918,0.222013,0,2,616,2011-10-02,0.345317,10,0.791667,0.356667,0,0,4,0
3240,276,3570,0.0833458,0,2,330,2011-10-03,0.392046,10,0.760833,0.384167,1,1,4,0
3970,277,4456,0.205854,0,1,486,2011-10-04,0.472858,10,0.71,0.484167,2,1,4,0
4267,278,4826,0.17725,0,1,559,2011-10-05,0.527138,10,0.647917,0.538333,3,1,4,0
4126,279,4765,0.134954,0,1,639,2011-10-06,0.480425,10,0.620833,0.494167,4,1,4,0
4036,280,4985,0.0223917,0,1,949,2011-10-07,0.504404,10,0.684167,0.510833,5,1,4,0
3174,281,5409,0.0454042,0,1,2235,2011-10-08,0.513242,10,0.70125,0.521667,6,0,4,0
3114,282,5511,0.06345,0,1,2397,2011-10-09,0.523983,10,0.7275,0.540833,0,0,4,0
3603,283,5117,0.0423042,0,1,1514,2011-10-10,0.542925,10,0.73375,0.570833,1,0,4,1
3896,284,4563,0.143042,0,2,667,2011-10-11,0.546096,10,0.80875,0.566667,2,1,4,0
2199,285,2416,0.24815,0,3,217,2011-10-12,0.517717,10,0.90625,0.543333,3,1,4,0
2623,286,2913,0.141787,0,2,290,2011-10-13,0.551804,10,0.896667,0.589167,4,1,4,0
3115,287,3644,0.223883,0,2,529,2011-10-14,0.529675,10,0.71625,0.550833,5,1,4,0
3318,288,5217,0.258083,0,1,1899,2011-10-15,0.498725,10,0.483333,0.506667,6,0,4,0
3293,289,5041,0.281717,0,1,1748,2011-10-16,0.503154,10,0.486667,0.511667,0,0,4,0
3857,290,4570,0.175379,0,1,713,2011-10-17,0.510725,10,0.579583,0.534167,1,1,4,0
4111,291,4748,0.110087,0,2,637,2011-10-18,0.522721,10,0.701667,0.5325,2,1,4,0
2170,292,2424,0.243339,0,3,254,2011-10-19,0.513848,10,0.895217,0.541739,3,1,4,0
3724,293,4195,0.422275,0,1,471,2011-10-20,0.466525,10,0.63625,0.475833,4,1,4,0
3628,294,4304,0.221396,0,1,676,2011-10-21,0.423596,10,0.574167,0.4275,5,1,4,0
2809,295,4308,0.0926667,0,1,1499,2011-10-22,0.425492,10,0.629167,0.4225,6,0,4,0
2762,296,4381,0.0995125,0,1,1619,2011-10-23,0.422333,10,0.74125,0.421667,0,0,4,0
3488,297,4187,0.118792,0,1,699,2011-10-24,0.457067,10,0.772083,0.463333,1,1,4,0
3992,298,4687,0.166658,0,1,695,2011-10-25,0.463375,10,0.622917,0.471667,2,1,4,0
3490,299,3894,0.148642,0,2,404,2011-10-26,0.472846,10,0.720417,0.484167,3,1,4,0
2419,300,2659,0.197763,0,2,240,2011-10-27,0.457046,10,0.812917,0.47,4,1,4,0
3291,301,3747,0.229479,0,2,456,2011-10-28,0.318812,10,0.585833,0.330833,5,1,4,0
570,302,627,0.351371,0,3,57,2011-10-29,0.227913,10,0.8825,0.254167,6,0,4,0
2446,303,3331,0.176617,0,1,885,2011-10-30,0.321329,10,0.62375,0.319167,0,0,4,0
3307,304,3669,0.10635,0,1,362,2011-10-31,0.356063,10,0.703333,0.34,1,1,4,0
3658,305,4068,0.135571,0,1,410,2011-11-01,0.397088,11,0.68375,0.400833,2,1,4,0
3816,306,4186,0.0820917,0,1,370,2011-11-02,0.390133,11,0.71875,0.3775,3,1,4,0
3656,307,3974,0.136817,0,1,318,2011-11-03,0.405921,11,0.702083,0.408333,4,1,4,0
3576,308,4046,0.271779,0,2,470,2011-11-04,0.403392,11,0.6225,0.403333,5,1,4,0
2770,309,3926,0.189062,0,1,1156,2011-11-05,0.323854,11,0.519167,0.326667,6,0,4,0
2697,310,3649,0.0920542,0,1,952,2011-11-06,0.362358,11,0.734583,0.348333,0,0,4,0
3662,311,4035,0.057225,0,1,373,2011-11-07,0.400871,11,0.75875,0.395,1,1,4,0
3829,312,4205,0.0690375,0,1,376,2011-11-08,0.412246,11,0.721667,0.408333,2,1,4,0
3804,313,4109,0.0621958,0,1,305,2011-11-09,0.409079,11,0.758333,0.4,3,1,4,0
2743,314,2933,0.189067,0,2,190,2011-11-10,0.373721,11,0.813333,0.38,4,1,4,0
2928,315,3368,0.314675,0,1,440,2011-11-11,0.306817,11,0.44625,0.324167,5,0,4,1
2792,316,4067,0.212062,0,1,1275,2011-11-12,0.357942,11,0.552917,0.356667,6,0,4,0
2713,317,3717,0.281721,0,1,1004,2011-11-13,0.43055,11,0.458333,0.440833,0,0,4,0
3891,318,4486,0.306596,0,1,595,2011-11-14,0.524612,11,0.587083,0.53,1,1,4,0
3746,319,4195,0.199633,0,2,449,2011-11-15,0.507579,11,0.68875,0.53,2,1,4,0
1672,320,1817,0.136829,0,3,145,2011-11-16,0.451988,11,0.93,0.456667,3,1,4,0
2914,321,3053,0.305362,0,2,139,2011-11-17,0.323221,11,0.575833,0.341667,4,1,4,0
3147,322,3392,0.168533,0,1,245,2011-11-18,0.272721,11,0.41,0.274167,5,1,4,0
2720,323,3663,0.224496,0,1,943,2011-11-19,0.324483,11,0.502083,0.329167,6,0,4,0
2733,324,3520,0.18595,0,2,787,2011-11-20,0.457058,11,0.684583,0.463333,0,0,4,0
2545,325,2765,0.138054,0,3,220,2011-11-21,0.445062,11,0.91,0.4475,1,1,4,0
1538,326,1607,0.118792,0,3,69,2011-11-22,0.421696,11,0.9625,0.416667,2,1,4,0
2454,327,2566,0.335825,0,2,112,2011-11-23,0.430537,11,0.757917,0.440833,3,1,4,0
935,328,1495,0.167304,0,1,560,2011-11-24,0.372471,11,0.549167,0.373333,4,0,4,1
1697,329,2792,0.0988958,0,1,1095,2011-11-25,0.380671,11,0.64375,0.375,5,1,4,0
1819,330,3068,0.0684208,0,1,1249,2011-11-26,0.385087,11,0.681667,0.375833,6,0,4,0
2261,331,3071,0.208954,0,1,810,2011-11-27,0.4558,11,0.698333,0.459167,0,0,4,0
3614,332,3867,0.142122,0,1,253,2011-11-28,0.490122,11,0.743043,0.503478,1,1,4,0
2818,333,2914,0.258092,0,2,96,2011-11-29,0.451375,11,0.830833,0.458333,2,1,4,0
3425,334,3613,0.271158,0,1,188,2011-11-30,0.311221,11,0.613333,0.325,3,1,4,0
3545,335,3727,0.220158,0,1,182,2011-12-01,0.305554,12,0.524583,0.3125,4,1,4,0
3672,336,3940,0.100754,0,1,268,2011-12-02,0.331433,12,0.625833,0.314167,5,1,4,0
2908,337,3614,0.0957833,0,1,706,2011-12-03,0.310604,12,0.612917,0.299167,6,0,4,0
2851,338,3485,0.0839583,0,1,634,2011-12-04,0.3491,12,0.775833,0.330833,0,0,4,0
3578,339,3811,0.0622083,0,2,233,2011-12-05,0.393925,12,0.827083,0.385833,1,1,4,0
2468,340,2594,0.232583,0,3,126,2011-12-06,0.4564,12,0.949583,0.4625,2,1,4,0
655,341,705,0.266175,0,3,50,2011-12-07,0.400246,12,0.970417,0.41,3,1,4,0
3172,342,3322,0.240058,0,1,150,2011-12-08,0.256938,12,0.58,0.265833,4,1,4,0
3359,343,3620,0.0827167,0,1,261,2011-12-09,0.317542,12,0.695833,0.290833,5,1,4,0
2688,344,3190,0.233221,0,1,502,2011-12-10,0.266412,12,0.5075,0.275,6,0,4,0
2366,345,2743,0.0665417,0,1,377,2011-12-11,0.253154,12,0.49,0.220833,0,0,4,0
3167,346,3310,0.06345,0,1,143,2011-12-12,0.270196,12,0.670833,0.238333,1,1,4,0
3368,347,3523,0.14055,0,1,155,2011-12-13,0.301138,12,0.59,0.2825,2,1,4,0
3562,348,3740,0.0609583,0,2,178,2011-12-14,0.338362,12,0.66375,0.3175,3,1,4,0
3528,349,3709,0.268042,0,2,181,2011-12-15,0.412237,12,0.634167,0.4225,4,1,4,0
3399,350,3577,0.260575,0,2,178,2011-12-16,0.359825,12,0.500417,0.375,5,1,4,0
2464,351,2739,0.243167,0,2,275,2011-12-17,0.249371,12,0.560833,0.258333,6,0,4,0
2211,352,2431,0.169779,0,1,220,2011-12-18,0.245579,12,0.58625,0.238333,0,0,4,0
3143,353,3403,0.172896,0,1,260,2011-12-19,0.280933,12,0.6375,0.276667,1,1,4,0
3534,354,3750,0.0615708,0,2,216,2011-12-20,0.396454,12,0.595417,0.385833,2,1,4,0
2553,355,2660,0.2214,0,2,107,2011-12-21,0.428017,12,0.858333,0.428333,3,1,1,0
2841,356,3068,0.047275,0,2,227,2011-12-22,0.426121,12,0.7575,0.423333,4,1,1,0
2046,357,2209,0.274246,0,1,163,2011-12-23,0.377513,12,0.68625,0.373333,5,1,1,0
856,358,1011,0.190304,0,1,155,2011-12-24,0.299242,12,0.5425,0.3025,6,0,1,0
451,359,754,0.155091,0,1,303,2011-12-25,0.279961,12,0.681304,0.274783,0,0,1,0
887,360,1317,0.239465,0,1,430,2011-12-26,0.315535,12,0.506957,0.321739,1,0,1,1
1059,361,1162,0.18845,0,2,103,2011-12-27,0.327633,12,0.7625,0.325,2,1,1,0
2047,362,2302,0.293961,0,1,255,2011-12-28,0.279974,12,0.503913,0.29913,3,1,1,0
2169,363,2423,0.119412,0,1,254,2011-12-29,0.263892,12,0.574167,0.248333,4,1,1,0
2508,364,2999,0.134337,0,1,491,2011-12-30,0.318812,12,0.636667,0.311667,5,1,1,0
1820,365,2485,0.220154,0,1,665,2011-12-31,0.414121,12,0.615833,0.41,6,0,1,0
1608,366,2294,0.192167,1,1,686,2012-01-01,0.375621,1,0.6925,0.37,0,0,1,0
1707,367,1951,0.329665,1,1,244,2012-01-02,0.252304,1,0.381304,0.273043,1,0,1,1
2147,368,2236,0.365671,1,1,89,2012-01-03,0.126275,1,0.44125,0.15,2,1,1,0
2273,369,2368,0.1847,1,2,95,2012-01-04,0.119337,1,0.414583,0.1075,3,1,1,0
3132,370,3272,0.129987,1,1,140,2012-01-05,0.278412,1,0.524167,0.265833,4,1,1,0
3791,371,4098,0.167908,1,1,307,2012-01-06,0.340267,1,0.542083,0.334167,5,1,1,0
3451,372,4521,0.174758,1,1,1070,2012-01-07,0.390779,1,0.531667,0.393333,6,0,1,0
2826,373,3425,0.191542,1,1,599,2012-01-08,0.340258,1,0.465,0.3375,0,0,1,0
2270,374,2376,0.0989,1,2,106,2012-01-09,0.247479,1,0.701667,0.224167,1,1,1,0
3425,375,3598,0.187552,1,1,173,2012-01-10,0.318826,1,0.646522,0.308696,2,1,1,0
2085,376,2177,0.131221,1,2,92,2012-01-11,0.282821,1,0.8475,0.274167,3,1,1,0
3828,377,4097,0.180967,1,2,269,2012-01-12,0.381938,1,0.802917,0.3825,4,1,1,0
3040,378,3214,0.378108,1,1,174,2012-01-13,0.249362,1,0.5075,0.274167,5,1,1,0
2160,379,2493,0.187183,1,1,333,2012-01-14,0.183087,1,0.4575,0.18,6,0,1,0
2027,380,2311,0.251258,1,1,284,2012-01-15,0.161625,1,0.419167,0.166667,0,0,1,0
2081,381,2298,0.231358,1,1,217,2012-01-16,0.190663,1,0.5225,0.19,1,0,1,1
2808,382,2935,0.34913,1,2,127,2012-01-17,0.364278,1,0.716087,0.373043,2,1,1,0
3267,383,3376,0.415429,1,1,109,2012-01-18,0.275254,1,0.443333,0.303333,3,1,1,0
3162,384,3292,0.220158,1,1,130,2012-01-19,0.190038,1,0.4975,0.19,4,1,1,0
3048,385,3163,0.20275,1,2,115,2012-01-20,0.220958,1,0.45,0.2175,5,1,1,0
1234,386,1301,0.222642,1,2,67,2012-01-21,0.174875,1,0.83125,0.173333,6,0,1,0
1781,387,1977,0.199638,1,2,196,2012-01-22,0.16225,1,0.79625,0.1625,0,0,1,0
2287,388,2432,0.110708,1,2,145,2012-01-23,0.243058,1,0.91125,0.218333,1,1,1,0
3900,389,4339,0.123767,1,1,439,2012-01-24,0.349108,1,0.835833,0.3425,2,1,1,0
3803,390,4270,0.161071,1,1,467,2012-01-25,0.294821,1,0.64375,0.294167,3,1,1,0
3831,391,4075,0.0733958,1,2,244,2012-01-26,0.35605,1,0.769583,0.341667,4,1,1,0
3187,392,3456,0.342667,1,2,269,2012-01-27,0.415383,1,0.74125,0.425,5,1,1,0
3248,393,4023,0.210829,1,1,775,2012-01-28,0.326379,1,0.543333,0.315833,6,0,1,0
2685,394,3243,0.24005,1,1,558,2012-01-29,0.272721,1,0.31125,0.2825,0,0,1,0
3498,395,3624,0.215792,1,1,126,2012-01-30,0.262625,1,0.400833,0.269167,1,1,1,0
4185,396,4509,0.261817,1,1,324,2012-01-31,0.381317,1,0.416667,0.39,2,1,1,0
4275,397,4579,0.189067,1,1,304,2012-02-01,0.466538,2,0.507917,0.469167,3,1,1,0
3571,398,3761,0.187187,1,2,190,2012-02-02,0.398971,2,0.672917,0.399167,4,1,1,0
3841,399,4151,0.178496,1,1,310,2012-02-03,0.309346,2,0.526667,0.313333,5,1,1,0
2448,400,2832,0.121896,1,2,384,2012-02-04,0.272725,2,0.779583,0.264167,6,0,1,0
2629,401,2947,0.175996,1,2,318,2012-02-05,0.264521,2,0.687917,0.265833,0,0,1,0
3578,402,3784,0.1538,1,1,206,2012-02-06,0.296426,2,0.622174,0.282609,1,1,1,0
4176,403,4375,0.147379,1,1,199,2012-02-07,0.361104,2,0.49625,0.354167,2,1,1,0
2693,404,2802,0.133721,1,2,109,2012-02-08,0.266421,2,0.722917,0.256667,3,1,1,0
3667,405,3830,0.194037,1,1,163,2012-02-09,0.261988,2,0.562083,0.265,4,1,1,0
3604,406,3831,0.116929,1,2,227,2012-02-10,0.293558,2,0.54,0.280833,5,1,1,0
1977,407,2169,0.289796,1,3,192,2012-02-11,0.210867,2,0.73125,0.224167,6,0,1,0
1456,408,1529,0.409212,1,1,73,2012-02-12,0.101658,2,0.464583,0.1275,0,0,1,0
3328,409,3422,0.167283,1,1,94,2012-02-13,0.227913,2,0.41125,0.2225,1,1,1,0
3787,410,3922,0.141179,1,2,135,2012-02-14,0.333946,2,0.50875,0.319167,2,1,1,0
4028,411,4169,0.1816,1,1,141,2012-02-15,0.351629,2,0.53125,0.348333,3,1,1,0
2931,412,3005,0.091425,1,2,74,2012-02-16,0.330162,2,0.752917,0.316667,4,1,1,0
3805,413,4154,0.205846,1,1,349,2012-02-17,0.351629,2,0.634583,0.343333,5,1,1,0
2883,414,4318,0.190929,1,1,1435,2012-02-18,0.355425,2,0.534583,0.346667,6,0,1,0
2071,415,2689,0.253112,1,2,618,2012-02-19,0.265788,2,0.515833,0.28,0,0,1,0
2627,416,3129,0.229083,1,1,502,2012-02-20,0.273391,2,0.507826,0.28,1,0,1,1
3614,417,3777,0.205717,1,1,163,2012-02-21,0.295113,2,0.594348,0.287826,2,1,1,0
4379,418,4773,0.234471,1,1,394,2012-02-22,0.392667,2,0.567917,0.395833,3,1,1,0
4546,419,5062,0.190913,1,1,516,2012-02-23,0.444446,2,0.554583,0.454167,4,1,1,0
3241,420,3487,0.237567,1,2,246,2012-02-24,0.410971,2,0.7375,0.4075,5,1,1,0
2415,421,2732,0.421642,1,1,317,2012-02-25,0.255675,2,0.395833,0.290833,6,0,1,0
2874,422,3389,0.205229,1,1,515,2012-02-26,0.268308,2,0.41,0.279167,0,0,1,0
4069,423,4322,0.268033,1,1,253,2012-02-27,0.357954,2,0.490833,0.366667,1,1,1,0
4134,424,4363,0.193417,1,1,229,2012-02-28,0.353525,2,0.395833,0.359167,2,1,1,0
1769,425,1834,0.179117,1,2,65,2012-02-29,0.34847,2,0.804783,0.344348,3,1,1,0
4665,426,4990,0.226987,1,1,325,2012-03-01,0.475371,3,0.615417,0.485833,4,1,1,0
2948,427,3194,0.144904,1,2,246,2012-03-02,0.359842,3,0.657083,0.353333,5,1,1,0
3110,428,4066,0.161079,1,2,956,2012-03-03,0.413492,3,0.62125,0.414167,6,0,1,0
2713,429,3423,0.334571,1,1,710,2012-03-04,0.303021,3,0.403333,0.325833,0,0,1,0
3130,430,3333,0.228858,1,1,203,2012-03-05,0.241171,3,0.50625,0.243333,1,1,1,0
3735,431,3956,0.200875,1,1,221,2012-03-06,0.255042,3,0.456667,0.258333,2,1,1,0
4484,432,4916,0.345779,1,1,432,2012-03-07,0.3851,3,0.513333,0.404167,3,1,1,0
4896,433,5382,0.441563,1,1,486,2012-03-08,0.524604,3,0.5675,0.5275,4,1,1,0
4122,434,4569,0.4148,1,2,447,2012-03-09,0.397083,3,0.407083,0.410833,5,1,1,0
3150,435,4118,0.22575,1,1,968,2012-03-10,0.277767,3,0.350417,0.2875,6,0,1,0
3253,436,4911,0.222587,1,1,1658,2012-03-11,0.35967,3,0.476957,0.361739,0,0,1,0
4460,437,5298,0.207713,1,1,838,2012-03-12,0.459592,3,0.489167,0.466667,1,1,1,0
5085,438,5847,0.23695,1,1,762,2012-03-13,0.542929,3,0.6175,0.565,2,1,1,0
5315,439,6312,0.115062,1,1,997,2012-03-14,0.548617,3,0.507083,0.5725,3,1,1,0
5187,440,6192,0.149883,1,1,1005,2012-03-15,0.532825,3,0.579583,0.5575,4,1,1,0
3830,441,4378,0.113192,1,2,548,2012-03-16,0.436229,3,0.842083,0.435833,5,1,1,0
4681,442,7836,0.110704,1,2,3155,2012-03-17,0.505046,3,0.755833,0.514167,6,0,1,0
3685,443,5892,0.126883,1,2,2207,2012-03-18,0.464,3,0.81,0.4725,0,0,1,0
5171,444,6153,0.162317,1,1,982,2012-03-19,0.532821,3,0.72875,0.545,1,1,1,0
5042,445,6093,0.121271,1,1,1051,2012-03-20,0.538533,3,0.807917,0.560833,2,1,1,0
5108,446,6230,0.0895583,1,2,1122,2012-03-21,0.513258,3,0.82125,0.531667,3,1,2,0
5537,447,6871,0.117562,1,1,1334,2012-03-22,0.531567,3,0.83125,0.554167,4,1,2,0
5893,448,8362,0.1163,1,2,2469,2012-03-23,0.570067,3,0.694167,0.601667,5,1,2,0
2339,449,3372,0.192783,1,2,1033,2012-03-24,0.486733,3,0.885417,0.5025,6,0,2,0
3464,450,4996,0.220775,1,2,1532,2012-03-25,0.437488,3,0.880833,0.4375,0,0,2,0
4763,451,5558,0.386821,1,1,795,2012-03-26,0.43875,3,0.477917,0.445833,1,1,2,0
4571,452,5102,0.187192,1,1,531,2012-03-27,0.315654,3,0.29,0.323333,2,1,2,0
5024,453,5698,0.291671,1,1,674,2012-03-28,0.47095,3,0.48125,0.484167,3,1,2,0
5299,454,6133,0.31965,1,1,834,2012-03-29,0.482304,3,0.439167,0.494167,4,1,2,0
4663,455,5459,0.138067,1,2,796,2012-03-30,0.375621,3,0.580833,0.37,5,1,2,0
3934,456,6235,0.250617,1,2,2301,2012-03-31,0.421708,3,0.738333,0.424167,6,0,2,0
3694,457,6041,0.172267,1,2,2347,2012-04-01,0.417287,4,0.67625,0.425833,0,0,2,0
4728,458,5936,0.312139,1,1,1208,2012-04-02,0.427513,4,0.504348,0.433913,1,1,2,0
5424,459,6772,0.100133,1,1,1348,2012-04-03,0.461483,4,0.396667,0.466667,2,1,2,0
5378,460,6436,0.180975,1,1,1058,2012-04-04,0.53345,4,0.469583,0.541667,3,1,2,0
5265,461,6457,0.219529,1,1,1192,2012-04-05,0.431163,4,0.374167,0.435,4,1,2,0
4653,462,6460,0.300388,1,1,1807,2012-04-06,0.390767,4,0.377083,0.403333,5,1,2,0
3605,463,6857,0.274871,1,1,3252,2012-04-07,0.426129,4,0.254167,0.4375,6,0,2,0
2939,464,5169,0.232596,1,1,2230,2012-04-08,0.492425,4,0.275833,0.5,0,0,2,0
4680,465,5585,0.358196,1,1,905,2012-04-09,0.476638,4,0.3175,0.489167,1,1,2,0
5099,466,5918,0.249375,1,1,819,2012-04-10,0.436233,4,0.435,0.446667,2,1,2,0
4380,467,4862,0.295274,1,1,482,2012-04-11,0.337274,4,0.469565,0.348696,3,1,2,0
4746,468,5409,0.290429,1,1,663,2012-04-12,0.387604,4,0.46625,0.3975,4,1,2,0
5146,469,6398,0.155471,1,1,1252,2012-04-13,0.431808,4,0.408333,0.4425,5,1,2,0
4665,470,7460,0.190917,1,1,2795,2012-04-14,0.487996,4,0.502917,0.495,6,0,2,0
4286,471,7132,0.225129,1,1,2846,2012-04-15,0.573875,4,0.507917,0.606667,0,0,2,0
5172,472,6370,0.284829,1,1,1198,2012-04-16,0.614925,4,0.561667,0.664167,1,0,2,1
5702,473,6691,0.273629,1,1,989,2012-04-17,0.598487,4,0.390417,0.608333,2,1,2,0
4020,474,4367,0.167912,1,2,347,2012-04-18,0.457038,4,0.569167,0.463333,3,1,2,0
5719,475,6565,0.0659292,1,1,846,2012-04-19,0.493046,4,0.6125,0.498333,4,1,2,0
5950,476,7290,0.149871,1,1,1340,2012-04-20,0.515775,4,0.694583,0.526667,5,1,2,0
4083,477,6624,0.283587,1,1,2541,2012-04-21,0.542921,4,0.682917,0.57,6,0,2,0
907,478,1027,0.344546,1,3,120,2012-04-22,0.389504,4,0.835417,0.396667,0,0,2,0
3019,479,3214,0.303496,1,2,195,2012-04-23,0.301125,4,0.766667,0.321667,1,1,2,0
5115,480,5633,0.249383,1,1,518,2012-04-24,0.405283,4,0.454167,0.413333,2,1,2,0
5541,481,6196,0.118792,1,1,655,2012-04-25,0.470317,4,0.427917,0.476667,3,1,2,0
4551,482,5026,0.176625,1,2,475,2012-04-26,0.483583,4,0.756667,0.498333,4,1,2,0
5219,483,6233,0.347633,1,1,1014,2012-04-27,0.452637,4,0.400833,0.4575,5,1,2,0
3100,484,4220,0.129975,1,2,1120,2012-04-28,0.377504,4,0.489583,0.376667,6,0,2,0
4075,485,6304,0.116908,1,1,2229,2012-04-29,0.450121,4,0.587083,0.458333,0,0,2,0
4907,486,5572,0.171638,1,2,665,2012-04-30,0.457696,4,0.57,0.464167,1,1,2,0
5087,487,5740,0.156096,1,2,653,2012-05-01,0.577021,5,0.659583,0.613333,2,1,2,0
5502,488,6169,0.138058,1,1,667,2012-05-02,0.537896,5,0.797083,0.564167,3,1,2,0
5657,489,6421,0.133696,1,2,764,2012-05-03,0.537242,5,0.768333,0.56,4,1,2,0
5227,490,6296,0.162938,1,1,1069,2012-05-04,0.590917,5,0.735417,0.6275,5,1,2,0
4387,491,6883,0.152992,1,2,2496,2012-05-05,0.584608,5,0.756667,0.621667,6,0,2,0
4224,492,6359,0.149879,1,2,2135,2012-05-06,0.546737,5,0.74,0.5625,0,0,2,0
5265,493,6273,0.230721,1,2,1008,2012-05-07,0.527142,5,0.664167,0.5375,1,1,2,0
4990,494,5728,0.296029,1,2,738,2012-05-08,0.557471,5,0.685833,0.581667,2,1,2,0
4097,495,4717,0.216412,1,2,620,2012-05-09,0.553025,5,0.744167,0.575,3,1,2,0
5546,496,6572,0.314063,1,1,1026,2012-05-10,0.491783,5,0.552083,0.505833,4,1,2,0
5711,497,7030,0.236937,1,1,1319,2012-05-11,0.520833,5,0.360417,0.533333,5,1,2,0
4807,498,7429,0.123133,1,1,2622,2012-05-12,0.544817,5,0.480417,0.564167,6,0,2,0
3946,499,6118,0.225117,1,1,2172,2012-05-13,0.585238,5,0.57625,0.6125,0,0,2,0
2501,500,2843,0.212692,1,2,342,2012-05-14,0.5499,5,0.789583,0.573333,1,1,2,0
4490,501,5115,0.147392,1,2,625,2012-05-15,0.576404,5,0.794583,0.611667,2,1,2,0
6433,502,7424,0.122512,1,1,991,2012-05-16,0.595975,5,0.697917,0.636667,3,1,2,0
6142,503,7384,0.229475,1,1,1242,2012-05-17,0.572613,5,0.52,0.593333,4,1,2,0
6118,504,7639,0.136817,1,1,1521,2012-05-18,0.551121,5,0.523333,0.564167,5,1,2,0
4884,505,8294,0.083975,1,1,3410,2012-05-19,0.566908,5,0.45625,0.6,6,0,2,0
4425,506,7129,0.254367,1,1,2704,2012-05-20,0.583967,5,0.530417,0.620833,0,0,2,0
3729,507,4359,0.233204,1,2,630,2012-05-21,0.565667,5,0.81125,0.598333,1,1,2,0
5254,508,6073,0.118167,1,2,819,2012-05-22,0.580825,5,0.765833,0.615,2,1,2,0
4494,509,5260,0.102,1,2,766,2012-05-23,0.584612,5,0.774583,0.621667,3,1,2,0
5711,510,6770,0.172896,1,1,1059,2012-05-24,0.6067,5,0.716667,0.655,4,1,2,0
5317,511,6734,0.14055,1,1,1417,2012-05-25,0.627529,5,0.747083,0.68,5,1,2,0
3681,512,6536,0.198992,1,1,2855,2012-05-26,0.642696,5,0.7325,0.6925,6,0,2,0
3308,513,6591,0.215171,1,1,3283,2012-05-27,0.641425,5,0.697083,0.69,0,0,2,0
3486,514,6043,0.196521,1,1,2557,2012-05-28,0.6793,5,0.67625,0.7125,1,0,2,1
4863,515,5743,0.2954,1,1,880,2012-05-29,0.672992,5,0.684583,0.7225,2,1,2,0
6110,516,6855,0.134329,1,2,745,2012-05-30,0.611129,5,0.67,0.656667,3,1,2,0
6238,517,7338,0.195279,1,1,1100,2012-05-31,0.631329,5,0.492917,0.68,4,1,2,0
3594,518,4127,0.237563,1,2,533,2012-06-01,0.607962,6,0.755417,0.654167,5,1,2,0
5325,519,8120,0.186562,1,1,2795,2012-06-02,0.566288,6,0.549167,0.583333,6,0,2,0
5147,520,7641,0.184087,1,1,2494,2012-06-03,0.575133,6,0.493333,0.6025,0,0,2,0
5927,521,6998,0.284833,1,1,1071,2012-06-04,0.578283,6,0.487083,0.5975,1,1,2,0
6033,522,7001,0.209575,1,2,968,2012-06-05,0.525892,6,0.613333,0.540833,2,1,2,0
6028,523,7055,0.077125,1,1,1027,2012-06-06,0.542292,6,0.61125,0.554167,3,1,2,0
6456,524,7494,0.15735,1,1,1038,2012-06-07,0.569442,6,0.567083,0.6025,4,1,2,0
6248,525,7736,0.175383,1,1,1488,2012-06-08,0.597862,6,0.467917,0.649167,5,1,2,0
4790,526,7498,0.144287,1,1,2708,2012-06-09,0.648367,6,0.437083,0.710833,6,0,2,0
4374,527,6598,0.133721,1,1,2224,2012-06-10,0.663517,6,0.538333,0.726667,0,0,2,0
5647,528,6664,0.207713,1,2,1017,2012-06-11,0.659721,6,0.587917,0.720833,1,1,2,0
4495,529,4972,0.214546,1,2,477,2012-06-12,0.597875,6,0.833333,0.653333,2,1,2,0
6248,530,7421,0.343279,1,1,1173,2012-06-13,0.611117,6,0.582083,0.655833,3,1,2,0
6183,531,7363,0.253733,1,1,1180,2012-06-14,0.624383,6,0.569583,0.648333,4,1,2,0
6102,532,7665,0.176617,1,1,1563,2012-06-15,0.599754,6,0.589583,0.639167,5,1,2,0
4739,533,7702,0.166667,1,1,2963,2012-06-16,0.594708,6,0.504167,0.631667,6,0,2,0
4344,534,6978,0.144904,1,1,2634,2012-06-17,0.571975,6,0.59875,0.5925,0,0,2,0
4446,535,5099,0.174746,1,2,653,2012-06-18,0.544842,6,0.777917,0.568333,1,1,2,0
5857,536,6825,0.148017,1,1,968,2012-06-19,0.654692,6,0.69,0.688333,2,1,2,0
5339,537,6211,0.113812,1,1,872,2012-06-20,0.720975,6,0.592083,0.7825,3,1,2,0
5127,538,5905,0.118787,1,1,778,2012-06-21,0.752542,6,0.567917,0.805833,4,1,3,0
4859,539,5823,0.182842,1,1,964,2012-06-22,0.724121,6,0.57375,0.7775,5,1,3,0
4801,540,7458,0.179721,1,1,2657,2012-06-23,0.652792,6,0.534583,0.731667,6,0,3,0
4340,541,6891,0.145525,1,1,2551,2012-06-24,0.674254,6,0.479167,0.743333,0,0,3,0
5640,542,6779,0.300383,1,1,1139,2012-06-25,0.654042,6,0.504167,0.715833,1,1,3,0
6365,543,7442,0.347642,1,1,1077,2012-06-26,0.594704,6,0.373333,0.630833,2,1,3,0
6258,544,7335,0.271775,1,1,1077,2012-06-27,0.640792,6,0.36,0.6975,3,1,3,0
